run_id,task_id,graph_id,size_stratum,stress_level,m,dilution_score,feasibility_status,optimal_objective,frozen_optimal_objective,optimum_match,optimal_nodes,optimal_edge_indices,optimal_resource,solve_time_s_median,solve_time_s_min,solve_time_s_max,timing_repeats,labels_generated,labels_expanded,labels_dominance_pruned,labels_resource_pruned,labels_cycle_pruned,maximum_live_labels
b2-a467de009f6ef3e72760,task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,S4,D6,16,4.038328680240055,FEASIBLE,13.0,13.0,True,"[0,1,8,9]","[0,6,15]",2065.0,7.7383e-05,7.6611e-05,0.000101091,100,20,18,2,1,0,7
b2-a46dc15e304fff325f06,task-v2-6dd269836f23,g-c45ecbe0242c6377,S1,D1,7,2.1072099696478683,FEASIBLE,18.0,18.0,True,"[0,2,4,5]","[1,4,6]",939.0,2.3436e-05,2.297e-05,4.9116e-05,100,6,6,0,2,0,4
b2-a481cbe5e064355d210f,task-v2-5f165c277bb9,g-e0c69f84d376b633,S5,D6,19,4.816479930623699,FEASIBLE,8.0,8.0,True,"[0,1,9,10]","[0,7,18]",632.0,9.2184e-05,9.028e-05,0.000187428,100,24,19,5,3,0,10
b2-a6f86136907c6ddab63e,task-v2-69173fedcdae,g-8a16a856f5377a40,S3,D7,13,3.0682919036174985,FEASIBLE,8.0,8.0,True,"[0,4,7]","[3,10]",1180.0,6.856e-05,6.6934e-05,0.000105167,100,17,16,1,0,0,7
b2-a90232c626aa7744d4c5,task-v2-df7a823d7a2b,g-f0c91af33253395a,S3,D2,13,3.612359947967774,FEASIBLE,7.0,7.0,True,"[0,4,7]","[3,10]",196.0,3.2133e-05,3.1723e-05,5.4737e-05,100,8,8,0,5,0,5
b2-a929c3f7831fd83f6da7,task-v2-cd3aef86a98f,g-fc8e50acd167f0aa,S3,D5,13,3.2144199392957367,FEASIBLE,12.0,12.0,True,"[0,1,7]","[0,6]",979.0,5.523e-05,5.1652e-05,7.9363e-05,100,14,13,1,1,0,7
b2-a9862892276d406fc506,task-v2-d4d85eef1fda,g-28cd30a80498cca2,S4,D3,16,4.339358675904037,FEASIBLE,22.0,22.0,True,"[0,1,5,9]","[0,3,12]",1637.0,5.5149e-05,5.1692e-05,8.0528e-05,100,14,14,0,5,0,7
b2-aa04e2de50750fac8e6b,task-v2-5b0627539151,g-a712031e7959d564,S3,D5,13,3.2144199392957367,FEASIBLE,3.0,3.0,True,"[0,4,7]","[3,10]",1363.0,5.3615e-05,5.0229e-05,7.6411e-05,100,14,12,2,1,0,6
b2-ac202fe1d5993e4ba2cc,task-v2-693f08fcb4be,g-8c950d2bd101a5de,S2,D4,10,2.4082399653118496,FEASIBLE,16.0,16.0,True,"[0,1,6,7]","[0,3,9]",858.0,4.6887e-05,4.6322e-05,7.528e-05,100,12,12,0,0,0,5
b2-aef4dc8b71b309a64a79,task-v2-e0ae4ea7992e,g-b9a8415aa1799cc5,S5,D3,19,5.24244866289598,FEASIBLE,12.0,12.0,True,"[0,3,9,10]","[2,10,18]",454.0,5.6624e-05,5.5797e-05,8.1895e-05,100,14,14,0,6,0,6
b2-b012135a386ce13c2e73,task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,S2,D2,10,2.709269960975831,FEASIBLE,13.0,13.0,True,"[0,1,3,7]","[0,2,6]",1327.0,3.1264e-05,2.9086e-05,6.0461e-05,100,8,8,0,2,0,3
b2-b4a06055432d45cb2f0f,task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,S2,D3,10,2.533178701920149,FEASIBLE,13.0,13.0,True,"[0,1,3,7]","[0,2,6]",1327.0,4.1491e-05,3.864e-05,8.0707e-05,100,11,10,1,1,0,5
b2-b9231153660deee2747c,task-v2-de1e481a2b9a,g-8c950d2bd101a5de,S2,D1,10,3.010299956639812,FEASIBLE,16.0,16.0,True,"[0,1,6,7]","[0,3,9]",858.0,2.8522e-05,2.7925e-05,5.7917e-05,100,7,7,0,2,0,3
b2-bd1f48a315e8ed6e8c6a,task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,S4,D3,16,4.339358675904037,FEASIBLE,8.0,8.0,True,"[0,2,8,9]","[1,8,15]",1570.0,5.8108e-05,5.4018e-05,9.2725e-05,100,15,15,0,6,0,7
b2-bf352420cd0019f0869e,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,D1,10,3.010299956639812,FEASIBLE,23.0,23.0,True,"[0,2,4,6,7]","[1,4,7,9]",1727.0,3.7413e-05,3.5126e-05,5.9122e-05,100,10,9,1,2,0,5
b2-c02b29ca80ebb344127c,task-v2-f09582cc278a,g-b9a8415aa1799cc5,S5,D4,19,5.11750992628768,FEASIBLE,8.0,8.0,True,"[0,2,9,10]","[1,8,18]",1093.0,6.024e-05,5.6258e-05,8.9415e-05,100,15,15,0,5,0,6
b2-c100457ef0c4a05e216a,task-v2-f83834022ee2,g-553bb3c5ba0f2136,S1,D2,7,1.806179973983887,FEASIBLE,8.0,8.0,True,"[0,4,5]","[2,6]",1393.0,3.0467e-05,2.8211e-05,6.1275e-05,100,8,8,0,1,0,4
b2-c28b2907bddc97aab5ae,task-v2-e1d0a1367c62,g-64377640089a831f,S3,D5,13,3.2144199392957367,FEASIBLE,15.0,15.0,True,"[0,3,6,7]","[2,9,12]",1378.0,6.3699e-05,6.291e-05,9.2382e-05,100,16,16,0,2,0,8
b2-c7d23df51ca435d8ab43,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,S5,D1,19,5.719569917615643,FEASIBLE,5.0,5.0,True,"[0,2,9,10]","[1,7,18]",1017.0,4.686e-05,4.6352e-05,0.000100417,100,12,11,1,7,0,6
b2-cb21f069ef44bbfa6557,task-v2-2bbd08239dbd,g-ad76642cd3b9f76c,S5,D6,19,4.816479930623699,FEASIBLE,10.0,10.0,True,"[0,1,6,9,10]","[0,4,14,18]",1652.0,0.000125838,8.1802e-05,0.000210277,100,22,19,3,3,0,9
b2-cd4e131ef93a4cdafd84,task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,S4,D6,16,3.9133899436317554,FEASIBLE,8.0,8.0,True,"[0,2,8,9]","[1,8,15]",1570.0,8.6953e-05,8.1261e-05,0.000114016,100,22,20,2,1,0,9
b2-cd885090eed4e95c3c3c,task-v2-ba2b70f61e3b,g-f0c91af33253395a,S3,D7,13,3.0682919036174985,FEASIBLE,7.0,7.0,True,"[0,4,7]","[3,10]",196.0,4.9589e-05,4.6353e-05,8.0144e-05,100,14,10,4,0,0,6
b2-cea59f29aae53581d1e1,task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,S3,D4,13,3.311329952303793,FEASIBLE,12.0,12.0,True,"[0,1,7]","[0,6]",979.0,4.9679e-05,4.912e-05,7.8825e-05,100,13,12,1,2,0,6
b2-d1e7a3fe6612a71a9288,task-v2-d80673ba7cf0,g-0780828b282bb310,S2,D4,10,2.4082399653118496,FEASIBLE,12.0,12.0,True,"[0,1,3,5,7]","[0,3,6,8]",1934.0,5.8964e-05,5.7871e-05,9.2741e-05,100,15,15,0,0,0,5
b2-d23100ac68e43e642c28,task-v2-8c0a098a6f8b,g-a712031e7959d564,S3,D7,13,3.0682919036174985,FEASIBLE,3.0,3.0,True,"[0,4,7]","[3,10]",1363.0,6.2262e-05,5.8146e-05,9.2458e-05,100,16,14,2,0,0,7
b2-d34aa2e3abd412317a34,task-v2-d5cf4ef0cd21,g-4a80ed839b63ddd7,S5,D5,19,4.941418667231999,FEASIBLE,5.0,5.0,True,"[0,4,10]","[3,12]",1385.0,8.6031e-05,8.4865e-05,0.000116162,100,22,20,2,3,0,8
b2-d7da193ea6e9fd460c2e,task-v2-eb1005d46905,g-8a16a856f5377a40,S3,D4,13,3.311329952303793,FEASIBLE,8.0,8.0,True,"[0,4,7]","[3,10]",1180.0,5.832e-05,5.7547e-05,8.5239e-05,100,15,14,1,2,0,6
b2-d84647f88d66f5cb0e12,task-v2-eb747215294a,g-fc8e50acd167f0aa,S3,D1,13,3.9133899436317554,FEASIBLE,19.0,19.0,True,"[0,2,6,7]","[1,8,12]",140.0,1.8837e-05,1.8597e-05,4.1018e-05,100,4,4,0,5,0,2
b2-dd584abf269c19f72615,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,S5,D4,19,5.11750992628768,FEASIBLE,5.0,5.0,True,"[0,2,9,10]","[1,7,18]",1017.0,6.5928e-05,6.5007e-05,9.9025e-05,100,17,16,1,4,0,7
b2-de158b3f9d41c8a9cc24,task-v2-db534d0b262a,g-f6afb3a3727100d3,S4,D5,16,4.038328680240055,FEASIBLE,8.0,8.0,True,"[0,3,9]","[2,9]",663.0,6.1841e-05,5.6502e-05,0.000109489,100,16,14,2,2,0,6
b2-df1544bbd5c2f58544c5,task-v2-526a936f38d9,g-e0c69f84d376b633,S5,D4,19,5.11750992628768,FEASIBLE,9.0,9.0,True,"[0,4,10]","[3,13]",617.0,6.7831e-05,6.7148e-05,9.8623e-05,100,17,16,1,8,0,8
b2-e3d9915e916e44640296,task-v2-676c7042f456,g-4a80ed839b63ddd7,S5,D4,19,5.11750992628768,FEASIBLE,5.0,5.0,True,"[0,4,10]","[3,12]",1385.0,6.2888e-05,6.245e-05,9.5565e-05,100,16,16,0,6,0,8
b2-ea155629aa69bd045b72,task-v2-0b36d078e255,g-ad76642cd3b9f76c,S5,D1,19,5.719569917615643,FEASIBLE,16.0,16.0,True,"[0,3,6,10]","[2,7,15]",799.0,2.679e-05,2.6412e-05,4.7081e-05,100,6,6,0,6,0,3
b2-ecc3549ca022afffc71b,task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,S4,D7,16,3.8622374211843744,FEASIBLE,8.0,8.0,True,"[0,2,8,9]","[1,8,15]",1570.0,9.2242e-05,8.7473e-05,0.000139523,100,23,21,2,0,0,10
b2-ef1db911086ee0d219b1,task-v2-89b7591232ff,g-e0c69f84d376b633,S5,D5,19,4.941418667231999,FEASIBLE,8.0,8.0,True,"[0,1,9,10]","[0,7,18]",632.0,7.4318e-05,7.3038e-05,0.000113489,100,19,17,2,6,0,9
b2-f06dc1150a3525f99cc7,task-v2-e449b07a1126,g-e0c69f84d376b633,S5,D2,19,5.418539921951662,FEASIBLE,11.0,11.0,True,"[0,1,4,10]","[0,5,13]",414.0,4.8965e-05,4.8242e-05,8.3403e-05,100,12,11,1,10,0,6
b2-f111db96229c4cc8bb48,task-v2-66ecfca58e61,g-b9a8415aa1799cc5,S5,D7,19,4.719569917615643,FEASIBLE,8.0,8.0,True,"[0,2,9,10]","[1,8,18]",1093.0,0.000111911,0.000111013,0.00018503,100,27,25,2,0,0,10
b2-f2bd83b905360d56c072,task-v2-e442db508705,g-548c8c6335dd2a2e,S1,D1,7,2.1072099696478683,FEASIBLE,4.0,4.0,True,"[0,3,5]","[2,5]",926.0,2.6006e-05,2.5698e-05,5.3532e-05,100,7,6,1,1,0,4
b2-f5d8476ad5619ada2f32,task-v2-f0ef0f25a74e,g-8a16a856f5377a40,S3,D6,13,3.135238693248112,FEASIBLE,8.0,8.0,True,"[0,4,7]","[3,10]",1180.0,6.3494e-05,5.9257e-05,0.000103949,100,16,15,1,1,0,7
b2-f6b9924a550677e7d437,task-v2-41fa72c23442,g-f6afb3a3727100d3,S4,D3,16,4.339358675904037,FEASIBLE,8.0,8.0,True,"[0,3,9]","[2,9]",663.0,5.986e-05,4.8886e-05,0.000118573,100,14,12,2,4,0,6
b2-f98fe8515c4af6547b61,task-v2-5e0ea2a0e332,g-c45ecbe0242c6377,S1,D2,7,1.806179973983887,FEASIBLE,15.0,15.0,True,"[0,3,5]","[2,5]",1302.0,3.0208e-05,2.7707e-05,5.6437e-05,100,8,7,1,0,0,4
b2-fc70a5040d2c6b998893,task-v2-4968f3a685c2,g-8a16a856f5377a40,S3,D1,13,3.9133899436317554,FEASIBLE,18.0,18.0,True,"[0,2,6,7]","[1,7,12]",768.0,3.5997e-05,3.556e-05,5.5678e-05,100,9,9,0,6,0,4
