run_id,task_id,graph_id,size_stratum,m,dilution_score,optimizer,objective,alpha,depth,seed,nfev_budget,actual_nfev,scipy_reported_nfev,nfev_accounting_match,nit,success,status,message,termination_reason,wall_time_s,initial_parameters,terminal_parameters,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas
a1-3ac43fb362c2afcb6678,task-v2-780e1209d403,g-e0c69f84d376b633,S5,19,4.640388671568018,COBYLA,O3,0.1,3,2207,120,120,120.0,True,86,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,128.02786124497652,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[4.700309431011768, 4.907678450338343, 3.0153132740586517, -0.022902527567000338, 1.0483861779416261, 1.4641067589380148]",0.8615732162652024,1.4847358526946253,0.019988604154589428,0.0033314609265912474,0.1666680124748149,2.9411711390665607
a1-3af192d40e23fb3447a7,task-v2-095187356858,g-3ff7063ef9ea5cfb,S4,16,4.515449934959718,COBYLA,O3,0.1,3,1103,120,120,120.0,True,88,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,5.793805620633066,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.8032222465680254, 4.526873700399136, 3.7660342698522538, 0.6738507033675604, 2.9848689776827055, 2.519998289258163]",1.0275462131624764,1.769210901016384,0.002642630210740877,0.0018828851428872471,0.7125042070715483,1.9374863305278405
a1-3b04644c76f94cf83228,task-v2-d7382a83ef13,g-548c8c6335dd2a2e,S1,7,1.806179973983887,Nelder-Mead,O0,0.1,3,2207,120,120,120.0,True,79,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.03953768219798803,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[-0.5831544246979092, 6.558340188571156, 3.142542858240674, 0.24487191603253, 1.1738413584304386, 1.5047713592334095]",1.4357258449100179,1.4357258449100179,0.22444662773259055,0.12441271972734608,0.5543087057452851,1.157293058579524
a1-3b2c0d5f48efc572e00c,task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,S5,19,4.816479930623699,COBYLA,O3,0.1,2,1103,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,85.79976937826723,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.4101548102629575, 3.9394975411623245, 2.9389961742128037, -0.5898543627000533]",1.054627037819342,1.8505271829119123,0.0011055314696734341,0.00023685861590187442,0.21424864185172468,1.8600510401897177
a1-3b5bd006ab82a90c01c2,task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,4.214419939295737,Nelder-Mead,O0,0.1,3,3301,120,120,120.0,True,74,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,7.232361312024295,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[3.1016031345718815, 3.987033077917771, 1.6757217092898493, 0.4744815534124307, 2.806077399989718, 2.4410985460529986]",1.561980790670326,1.561980790670326,0.0022502543065476086,0.000770878831403358,0.34257409447470755,1.5666515408245831
a1-3bd6f2509cb082dc6c59,task-v2-8c0a098a6f8b,g-a712031e7959d564,S3,13,3.0682919036174985,Nelder-Mead,O0,0.1,3,1103,120,120,120.0,True,73,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.48171526845544577,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.2512037039906447, 5.166091966905906, 3.7175876621233357, 0.4841524779490598, 3.654853705671016, 1.825887117320259]",1.3423906829163297,1.3423906829163297,0.008011416703329227,0.0052287354453163775,0.652660526713524,0.9720012251991994
a1-3bd9182df92db0d59d81,task-v2-a2561503b5d0,g-bd62d2d752385cc7,S4,16,4.515449934959718,SLSQP,O0,0.1,3,3301,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,5.4909284459427,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[6.628198547998593, 5.545196030283792, 3.2208032722757385, 0.9112409633354969, 2.8086133785055782, 2.2078774412978057]",1.2857291654796457,1.2857291654796457,0.0031202388502694052,0.0030839511204523787,0.988370207680129,2.0096377749344594
a1-3be311230663d10a86c4,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,S2,10,2.4082399653118496,COBYLA,O3,0.1,3,3301,120,120,120.0,True,92,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.3233767030760646,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[3.002685794814652, 3.644108362189993, 2.2130007167310772, 0.08712247098979556, 2.6729194739401105, 2.924389085710158]",0.08325704568875739,1.295964634187579,0.14311874965490523,0.08679788141533729,0.6064745648255626,1.5639364987099926
a1-3beb35a3be3bbbb880cc,task-v2-8c0a098a6f8b,g-a712031e7959d564,S3,13,3.0682919036174985,SLSQP,O3,0.1,3,1103,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.595797105692327,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[2.3296040628772343, 3.0960627347307765, 2.0387628995227614, 1.162810732666377, 4.755521962252289, 2.8681250682139563]",0.6258144676099755,1.7270889424941172,0.04526668522218757,0.00328731584590147,0.0726210861203105,1.7240705968664432
a1-3c239049a86858f2e855,task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,S5,19,5.418539921951662,COBYLA,O3,0.1,3,2207,120,120,120.0,True,88,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,127.63400251511484,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[4.895986105903445, 4.842857179298196, 3.0962568946396023, -0.03834844235898417, 0.8631920639668829, 1.6873949953989644]",0.9934073764661906,1.6253465843036805,0.004939025905645705,0.004026402106854772,0.8152219048400352,3.112181226033735
a1-3c34183fbd952ea88b86,task-v2-6e79cb6720c5,g-e0c69f84d376b633,S5,19,5.24244866289598,SLSQP,O0,0.1,3,1103,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,125.0475491201505,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[5.316677059935663, 6.522300929332072, 9.302608919953459, 0.8506608636589312, 3.5945169985012946, 1.786378950980365]",1.192154205720815,1.192154205720815,0.00019001269393448936,4.915755817413463e-05,0.2587067061481833,1.5212312781727644
a1-3c3b0187093308e6308b,task-v2-ac528a9510be,g-a712031e7959d564,S3,13,3.311329952303793,Nelder-Mead,O3,0.1,3,1103,120,120,120.0,True,75,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.441338125616312,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[0.5917718464261481, 11.857809496086164, -4.222847725861274, 1.1232063943072863, 3.3552437825722476, 2.3573564602084103]",0.6078705290417165,1.652825262869289,0.04517097156054877,0.012222978804361536,0.2705936662880368,1.9661893839953057
a1-3c82d9beefff403136b2,task-v2-3f363bac5736,g-60667963f6db3f1b,S2,10,3.010299956639812,COBYLA,O0,0.1,3,3301,120,120,120.0,True,85,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.37736211251467466,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[2.629949837216593, 3.713120200259947, 2.262376257776555, 0.8945377881486171, 2.73970070436033, 2.248920888286916]",1.7995165167065108,1.7995165167065108,0.00015132565657448497,0.00015132565657448497,1.0,-0.8097874764467884
a1-3c876cd25f65004851ee,task-v2-5b5a3995de2b,g-bd62d2d752385cc7,S4,16,4.11750992628768,SLSQP,O3,0.1,3,1103,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,5.032618563622236,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[2.1134665244192443, 6.314149042548263, 6.056735442872402, -0.008595462321645653, 2.9475917458270593, 2.7624525225747134]",0.8960899363133382,1.6122877694439732,0.0164701666644029,0.005225809374865525,0.31728940461544375,2.3342079201790065
a1-3c98d1d5c92955ccc361,task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,S4,16,4.038328680240055,Nelder-Mead,O3,0.1,3,1103,120,120,120.0,True,76,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,5.502638714388013,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.5566148007961687, 3.6122290204837775, 4.420058396417097, 0.16739859365652499, 3.0807396764704507, 2.553372463716574]",0.9012276981955138,1.5467562106554027,0.015616177133713627,0.007519676147273951,0.4815311764772307,2.231903406776689
a1-3c98ee1b7ab74ff434ce,task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,S5,19,4.719569917615643,Nelder-Mead,O3,0.1,3,1103,120,120,120.0,True,73,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,113.15377256926149,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.4897649572611504, 4.69332878716863, 3.58736770053555, 0.11956015017161739, 3.1542836751795216, 2.5049290252234675]",0.9584675774129877,1.3540934399758664,0.008682598514157884,0.0028867370031444156,0.3324738554290273,2.6582196372013724
a1-3cce81bac798f3025903,task-v2-73f419868dc6,g-553bb3c5ba0f2136,S1,7,1.630088714928206,Nelder-Mead,O0,0.1,3,3301,120,120,120.0,True,73,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.05672872718423605,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[3.3471447507611893, 3.5846177867958797, 2.4441841985937343, 0.5394923794741204, 2.4107027117332125, 2.7519910186978667]",1.3814942193536666,1.3814942193536666,0.13198170437835333,0.063753496694681,0.48304798755983774,0.7506024473596327
a1-3cec14373fbb17662537,task-v2-6996479d6302,g-60667963f6db3f1b,S2,10,2.4082399653118496,Nelder-Mead,O0,0.1,3,1103,120,120,120.0,True,76,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.0987482238560915,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.378530833712225, 2.4016607502257186, 4.517323837138933, 0.8751241938825234, 3.196778493866028, 1.9628574804787196]",1.573368050479384,1.573368050479384,0.010325085855676451,0.0092360841792035,0.8945285596948089,0.4221336369227578
a1-3d06f5c5833b50b67257,task-v2-f1a738d52e35,g-60667963f6db3f1b,S2,10,2.709269960975831,Nelder-Mead,O0,0.1,2,2207,120,120,120.0,True,72,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.07992912363260984,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[1.8373626683360467, 4.308949621784587, 2.4368161390967202, 0.08026821214735758]",1.8956867764463272,1.8956867764463272,0.010398069244966007,0.004112085671643714,0.3954662711670716,0.7262226662263538
a1-3d2a748b53585dcaf64f,task-v2-780e1209d403,g-e0c69f84d376b633,S5,19,4.640388671568018,COBYLA,O3,0.1,2,3301,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,86.30717295315117,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.242785734791876, 3.019136549078308, 2.3578108905149233, 0.18386314273487825]",1.0475953428320317,1.9896514155742202,0.008505838484992166,0.0013320208080329688,0.15660076433184184,2.5701058033268565
a1-3d3086016c22cde6fd36,task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,S4,16,4.339358675904037,SLSQP,O3,0.1,2,1103,120,120,,True,22,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,3.888022997416556,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[6.146482799147348, 6.909986775435282, 2.7136746870877144, -0.24808348740735947]",0.8858033106096495,1.545745832923292,0.01689491898278929,0.007455039854352372,0.4412592840455025,2.5671147894217636
a1-3d801ba0cc33058483c6,task-v2-0c6c4504c3d3,g-8a16a856f5377a40,S3,13,3.2144199392957367,SLSQP,O3,0.1,2,1103,120,120,,True,21,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.3016355186700821,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[7.123712162801079, 3.652523608275639, 2.697712247873868, -0.2630550569620409]",0.06689146476037358,1.7335279201698743,0.09997517249567897,0.050524725265679665,0.5053727240917079,2.2143121014271965
a1-3d89fef612e7bb332262,task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,S4,16,4.038328680240055,COBYLA,O0,0.1,3,3301,120,120,120.0,True,86,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,5.852086519822478,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[2.6531425441394094, 3.880399119952904, 3.1360878568730985, 0.38362186974180196, 2.89140616008045, 2.4670352752680778]",1.5503462003338075,1.5503462003338075,0.006094605618449667,0.003275922899989152,0.5375118760879681,1.823274287934794
a1-3e1893aff7ee5567cfe0,task-v2-8c0a098a6f8b,g-a712031e7959d564,S3,13,3.0682919036174985,SLSQP,O0,0.1,3,2207,120,120,,True,15,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.5233424426987767,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[6.2333149398571885, 4.54111528345956, 3.1078740303240897, 0.8542809228935119, -0.05230618370896819, 2.0138696031821115]",1.1823701446578072,1.1823701446578072,0.024103080671470017,0.02135062969144313,0.8858050131622857,1.4503644579398807
a1-3e1d356bcbc48067fd9d,task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,4.816479930623699,COBYLA,O0,0.1,3,3301,120,120,120.0,True,92,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,7.648624364286661,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[3.2302634970446733, 4.2764626889558555, 1.6181041189154661, 0.5076719242965825, 2.2395366315628675, 2.9459012334167447]",1.5541186313604887,1.5541186313604887,0.004173146713055703,0.004173146713055703,1.0,2.4369435838593656
a1-3e222bc53db4c5aeb94c,task-v2-f1a738d52e35,g-60667963f6db3f1b,S2,10,2.709269960975831,COBYLA,O0,0.1,3,3301,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.2861797930672765,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[2.6600134718728397, 3.9120434930332615, 2.391193239756923, 0.6062814730675251, 2.6689520975561165, 2.573678714213962]",1.877192260572591,1.877192260572591,0.030094277005339138,0.026529122905991253,0.8815338179177596,1.18775387513063
a1-3e36e6662ff1fd920e57,task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,S4,16,3.9133899436317554,Nelder-Mead,O0,0.1,2,3301,120,120,120.0,True,69,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,4.358347614295781,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[2.6507357144039263, 4.397189303454255, 2.2478836521980905, 0.09095900426524176]",1.8588990698283525,1.8588990698283525,0.004499054242789622,0.0015081117387674057,0.3352063916954036,1.5665111728947232
a1-3e3ce74356fb7f3a423d,task-v2-59a464f36e13,g-bd62d2d752385cc7,S4,16,4.816479930623699,SLSQP,O0,0.1,2,3301,120,120,,True,22,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,4.724581157788634,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[6.333419478828979, 8.707148050659644, 3.9822057624869394, -1.2214530937228651]",1.4569542967741667,1.4569542967741667,8.426097888272734e-05,8.426097888272734e-05,1.0,0.742106430761045
a1-3e6b8a4d17c9d378ffcf,task-v2-f6d986d24578,g-bd62d2d752385cc7,S4,16,4.339358675904037,Nelder-Mead,O3,0.1,2,2207,120,120,120.0,True,71,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,4.021968671120703,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[9.317214944165514, 4.7521992513734705, 2.543320371163139, 0.14429559937587366]",0.8185518560633039,1.641157981643347,0.026584084045670815,0.011884900443330777,0.44706826922879134,2.7639803772003217
a1-3ebb7e99acb1b16c61e7,task-v2-ac528a9510be,g-a712031e7959d564,S3,13,3.311329952303793,SLSQP,O0,0.1,2,2207,120,96,96.0,True,18,True,0.0,Optimization terminated successfully,EARLY_CONVERGENCE,0.21895641088485718,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[6.4658067304298505, 4.458274908107423, 2.4734251724070657, 0.12167528147954434]",1.3972721327644795,1.3972721327644795,0.05703712724060739,0.012766203603259342,0.22382269621339707,2.0674875958136134
a1-3ebd555daf9cdb805463,task-v2-7133b996bac7,g-a87f1b9ac089cc45,S5,19,5.24244866289598,SLSQP,O3,0.1,2,2207,120,120,,True,21,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,85.13297278154641,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[11.825952048592626, 4.846120173323054, 2.5357464163028185, 0.14620889421333017]",0.8264186671607123,1.6606504509247955,0.023243453198235703,0.012650848681619349,0.5442757826784367,3.6087493130140245
a1-3ec73be6e025d2bb79d6,task-v2-8f4071cbe937,g-8a16a856f5377a40,S3,13,3.612359947967774,COBYLA,O3,0.1,2,1103,120,120,120.0,True,92,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.5607880931347609,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.9926802952690874, 4.637550060840516, 2.4687940767070917, 0.15966485899857275]",1.0032530196333642,2.0637095642570147,0.010398186667153511,0.004660171555796203,0.44817156153938503,1.629317557544182
a1-3efdcb17aa6c1664960c,task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,4.214419939295737,SLSQP,O0,0.1,2,2207,120,120,,True,22,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,4.736412648111582,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[3.194419686565981, 4.53749746891248, 3.159549875607981, -0.7554568945276227]",1.4362875660821817,1.4362875660821817,0.006101834578239952,0.002471614770685777,0.40506092700380997,1.9998803689653848
a1-3f0feaab0cf123ee282f,task-v2-4e78b3f98433,g-553bb3c5ba0f2136,S1,7,2.1072099696478683,COBYLA,O0,0.1,2,2207,120,120,120.0,True,95,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.23543375544250011,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[3.2617673515614727, 5.945050174340448, 2.3753965414811713, -0.40746338939628257]",1.6874314518760114,1.6874314518760114,0.015927013801913956,0.015927013801913956,1.0,0.3093443260565545
a1-3f12b84204ec6a87556c,task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,S5,19,5.418539921951662,Nelder-Mead,O3,0.1,3,3301,120,120,120.0,True,77,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,126.62577837798744,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[4.455530916325648, 6.087215980766143, 4.075670063147626, 0.13118791975266392, 2.6365733096568054, 2.87814443055081]",0.9506401278542189,1.9212334091212169,0.011302412648829162,0.008855204235491599,0.7834791128785168,3.4717110812078205
a1-3f425ad67a09909712a2,task-v2-e243a3cd3e64,g-bd62d2d752385cc7,S4,16,3.9133899436317554,COBYLA,O0,0.1,3,1103,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,7.655299688689411,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.4161912773354477, 4.269502305466173, 4.458125988400869, 0.562861768977665, 3.1368532475090745, 2.2519305468573667]",1.353888292760634,1.353888292760634,0.005261037451385739,0.002870641937486842,0.5456417986020465,1.6344613370221999
a1-3f6d072a7287bf4c4881,task-v2-7133b996bac7,g-a87f1b9ac089cc45,S5,19,5.24244866289598,COBYLA,O3,0.1,3,1103,120,120,120.0,True,91,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,127.41714768763632,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[2.634909537684886, 4.640221238783198, 4.835642830115271, 0.07968203000227973, 2.9887636393413586, 2.6297261834442525]",0.9405032015099931,1.6694518451808755,0.010558984815883722,0.006363472900021463,0.6026595369707309,3.2660708282477917
a1-3f6f1e534a67eac21dba,task-v2-e243a3cd3e64,g-bd62d2d752385cc7,S4,16,3.9133899436317554,SLSQP,O3,0.1,2,3301,120,98,98.0,True,19,True,0.0,Optimization terminated successfully,EARLY_CONVERGENCE,3.350274760276079,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.223862575524734, 3.4822169057024888, 1.8311440527240057, 0.6078018320389891]",1.0548103428034716,2.293837432583827,0.0010303974785994343,7.160083694646693e-05,0.06948855993299811,0.9263947309226359
a1-3f8c6a042f107d662007,task-v2-8f4071cbe937,g-8a16a856f5377a40,S3,13,3.612359947967774,COBYLA,O3,0.1,3,3301,120,120,120.0,True,92,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.7369303368031979,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[3.134471127614944, 4.0621284863948475, 3.7810461431306073, -0.05198914507301236, 2.73164546671992, 2.9314835702053212]",0.8216665507883969,2.04736761290755,0.026689155431064086,0.01713754640126254,0.6421164748179247,2.038694778876605
a1-3fe48cb2ef5fd40da8a3,task-v2-5b5a3995de2b,g-bd62d2d752385cc7,S4,16,4.11750992628768,COBYLA,O3,0.1,3,3301,120,120,120.0,True,93,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,5.249227283522487,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[4.321994476402149, 4.460458054610683, 2.313446473949639, 0.9368754902926362, 1.9688524359281991, 2.83742938941002]",0.9464593743304548,1.5941443625077372,0.011573447757735365,0.003555396899637857,0.30720291602487515,2.1809726818778357
a1-40031ec70229ef2add5a,task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,S4,16,3.9133899436317554,Nelder-Mead,O0,0.1,2,1103,120,120,120.0,True,67,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,4.462604439817369,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.685728137241222, 4.370724470160495, 2.237422627440944, 0.0901757065897637]",1.8588548445790685,1.8588548445790685,0.004428102706696589,0.001498061040793966,0.33830765454659817,1.5596076291072503
a1-400d1f91db41a8cc0680,task-v2-606c43f06406,g-3ff7063ef9ea5cfb,S4,16,4.214419939295737,SLSQP,O0,0.1,2,3301,120,120,,True,23,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,4.919666760601103,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[6.703322391126229, 8.40783229441186, 3.9852365613941623, -1.2674434362228368]",1.371393388682598,1.371393388682598,0.0021446493323551887,0.0018729582425475043,0.8733167769160092,1.5457762309339529
a1-400f562c2781c71001be,task-v2-c5ed7c8b71f4,g-a712031e7959d564,S3,13,3.135238693248112,Nelder-Mead,O3,0.1,2,3301,120,120,120.0,True,72,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.275983483530581,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[2.791712232732511, 4.143001633461415, 2.5060368742483594, 0.1843545192186941]",0.8072363610117947,1.9228323633975428,0.028832745504026466,0.002238061878284154,0.07762222567294574,1.5951246918790452
a1-4011df9279732dbca1fe,task-v2-d7382a83ef13,g-548c8c6335dd2a2e,S1,7,1.806179973983887,Nelder-Mead,O0,0.1,2,3301,120,120,120.0,True,73,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.0271677915006876,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[1.3387671295815795, 4.400837193802468, 2.4440338382702045, 0.10832642222276673]",1.5971949326129065,1.5971949326129065,0.06167547998039071,0.0303396285619053,0.49192367163663053,0.5962925119920164
a1-4073d7602a0b3d9a872a,task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,S4,16,4.038328680240055,Nelder-Mead,O3,0.1,2,1103,120,120,120.0,True,70,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,4.055051049217582,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[3.9036524320756545, 3.9392153570613697, 2.3500254360551978, 0.1982422367827612]",1.0339251637112012,1.977571866846994,0.007957741805722864,0.002734452978805909,0.3436217265605939,1.9391185243028874
