run_id,evidence_identity,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,feasible_state_fraction,optimizer_seed,objective_id,objective_definition,depth,optimizer,eval_budget,initial_parameters,terminal_parameters,objective_start,objective_final,objective_improvement,p_feas,p_opt,p_opt_given_feasible,log_feasibility_gain,nfev,runtime_s,optimizer_status,optimizer_message,numerically_valid,execution_status,failure_reason,selected_for_p3,config_sha256,raw_statevector_persisted,peak_memory_mb
phase2-p2-8781bace4821645a6f9e,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-eb747215294a,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D1,13,3.9133899436317554,0.0001220703125,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.633090529324211, 1.537534054677179, 2.535365345153474, -0.2463850778911504]",3.353977787799153,1.7074612738313846,1.6465165139677684,0.0168336155291021,0.0168336155291021,1.0,2.13956734752806,120,0.7544916421175003,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,122.8671875
phase2-p2-1c674ff9e8a37955654e,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-607a9c50d675,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D2,13,3.612359947967774,0.000244140625,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[3.779112840328518, 4.3532035794288415, 2.3380604283217337, 0.13247036372926904]",3.1863090669087013,1.6807109492866723,1.5055981176220288,0.0197927732782324,0.0066780940867291,0.3374006256148811,1.908866597911925,120,0.7502391189336777,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.453125
phase2-p2-20f83f701fcbeb906b14,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-607a9c50d675,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D2,13,3.612359947967774,0.000244140625,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.110378605513942, 4.089358946906971, 2.3956718192322324, 0.12997752766510048]",2.8769819465648645,1.467140955097637,1.4098409914672274,0.0260412154031873,0.0100297670702312,0.3851497295707516,2.0280211978554625,120,0.7429094696417451,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.453125
phase2-p2-935cc79ec674d99f104e,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-607a9c50d675,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D2,13,3.612359947967774,0.000244140625,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.416720825151043, 4.020521088893877, 2.3601634880422604, 0.13853706660518506]",3.1799101795995632,1.5604012356511388,1.6195089439484245,0.0203710048503786,0.0064162515962902,0.314969813389987,1.921372400149634,120,0.7453102469444275,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.453125
phase2-p2-ea7beb3ede5cdc11b479,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-cfa564be8207,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D3,13,3.436268688912093,0.0003662109375,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.0308682680662966, 3.9819340679278183, 3.280889266490894, -0.8002208351424883]",3.025868600932281,1.3805295841645653,1.6453390167677155,0.0221935248949853,0.0027605564985886,0.1243856715709166,1.7824949736076745,120,0.7579943295568228,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,122.796875
phase2-p2-4d334eeb03e8c8155d32,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-cfa564be8207,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D3,13,3.436268688912093,0.0003662109375,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.164686140754014, 4.076892924943035, 2.447789093115049, 0.13474166307981725]",2.7976281729616974,1.426824176660662,1.3708039963010354,0.0392920948952615,0.0075755512224004,0.1928008990763695,2.0305738731629,120,0.7730730287730694,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,122.796875
phase2-p2-6cd2d1cb6f98ce881bd4,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-cfa564be8207,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D3,13,3.436268688912093,0.0003662109375,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.476715777779528, 4.053568679575434, 2.420077129292481, 0.13488182274838748]",3.0804896793029632,1.5387243412550786,1.5417653380478846,0.0319178760432247,0.0058985058165308,0.1848025792362511,1.9403026726748176,120,0.7391774179413915,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,122.796875
phase2-p2-b3a28b14695062455222,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D4,13,3.311329952303793,0.00048828125,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.0277158958918364, 3.9657132962841533, 3.280214665039535, -0.794369258573931]",3.013186844852299,1.3710819501785814,1.6421048946737176,0.0273878260448482,0.0049334486398981,0.1801329040070389,1.7488875130646342,120,0.7588043892756104,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.640625
phase2-p2-5a38811357b6b47576a3,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D4,13,3.311329952303793,0.00048828125,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.377759736865513, 4.144830712597549, 2.4533927275799243, 0.1304099548476541]",2.790777285831621,1.3918089335869954,1.3989683522446257,0.0526761005789675,0.0091175829399197,0.1730876591036095,2.032943570535126,120,0.7776565104722977,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.640625
phase2-p2-fafe2273de658d4b8388,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-5da0eece9ed4,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D4,13,3.311329952303793,0.00048828125,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.412894683086495, 3.8471339354157106, 2.4145544432687798, 0.13862629581926508]",3.071415022606752,1.5514004878748195,1.5200145347319325,0.0327178950751257,0.0038578871324963,0.1179136715133417,1.8261153076128736,120,0.7677909154444933,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.640625
phase2-p2-3a4ebda07b33586db8c8,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-cd3aef86a98f,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D5,13,3.2144199392957367,0.0006103515625,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.0736368457884713, 4.038021095808529, 3.267579083085967, -0.7825291943053047]",2.996705084535987,1.3623727464817166,1.6343323380542705,0.0318375015322225,0.0052500677138479,0.1649020011364406,1.7173589181684137,120,0.7347180992364883,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.49609375
phase2-p2-e656679fa2e52d1f4209,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-cd3aef86a98f,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D5,13,3.2144199392957367,0.0006103515625,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.415988976172928, 4.212049768964042, 2.457165188029607, 0.13712805299966838]",2.7817614536970017,1.3768528856761637,1.4049085680208382,0.0669426710300576,0.0117833165262879,0.1760210093946974,2.0401229761264625,120,0.7480403929948807,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.49609375
phase2-p2-9848ba4530ad2b825744,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-cd3aef86a98f,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D5,13,3.2144199392957367,0.0006103515625,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.6582650270590555, 3.893971876585346, 2.425783914808475, 0.14166449126855385]",3.0605125340182364,1.5064824672206625,1.554030066797574,0.0415024578749355,0.0058381624212928,0.1406702812369728,1.8324937567286208,120,0.7530518807470798,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.49609375
phase2-p2-4f459f8737e36a7e1ca4,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8029d558b1a1,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D6,13,3.135238693248112,0.000732421875,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.170250162270749, 3.9905036044075315, 3.2499442181349165, -0.7670826478448118]",2.96844515952953,1.3397881212214138,1.6286570383081165,0.0357759891102341,0.0055919232204717,0.1563038048575453,1.6888303429246068,120,0.7347154067829251,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.47265625
phase2-p2-dd634550fc5d6dfdc1f0,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8029d558b1a1,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D6,13,3.135238693248112,0.000732421875,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.3876952450182225, 4.178305613748249, 2.455711954599502, 0.13798392695221187]",2.7678128611183688,1.3588153513874792,1.4089975097308896,0.0752706476286806,0.0124274001647785,0.1651028728500448,2.0118643459683465,120,0.7454624632373452,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.47265625
phase2-p2-700d541140ef111ef88d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8029d558b1a1,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D6,13,3.135238693248112,0.000732421875,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.5613781480003635, 4.002563814352246, 2.4083664740300894, 0.11875311411325146]",3.0440272222755467,1.5126706180539653,1.5313566042215814,0.0428931256403109,0.0059209463702267,0.1380395175646109,1.767626387863947,120,0.7515207221731544,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.47265625
phase2-p2-c44f01bae0cfa73076e0,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-147f90045792,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D7,13,3.0682919036174985,0.0008544921875,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.47226909623031, 4.3440100069178404, 2.3054618131184967, 0.09921884814285856]",2.6701068049913506,1.7396488621209452,0.9304579428704054,0.026086444571876,0.0031765122182628,0.121768691379564,1.4847067949815635,120,0.7500150501728058,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.671875
phase2-p2-f73ca92417babc44f46c,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-147f90045792,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D7,13,3.0682919036174985,0.0008544921875,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.170079472115127, 4.118399425985904, 2.490390835063122, 0.10677110973205925]",2.6471805633706547,1.3981834358391487,1.248997127531506,0.065222662366234,0.0103124211495046,0.158111011960828,1.8826904261979096,120,0.7535217246040702,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.671875
phase2-p2-214d4b214e1f4e375d90,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-147f90045792,g-fc8e50acd167f0aa,v2-S3-b002-g-fc8e50acd167f0aa,S3,D7,13,3.0682919036174985,0.0008544921875,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.591937299741526, 3.6759037707585955, 2.4883129621669653, 0.1301599335410202]",2.897257543374693,1.5667612746053423,1.330496268769351,0.0417653611904378,0.0050148416409023,0.1200717891085909,1.68910814519167,120,0.7823422569781542,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.671875
phase2-p2-202150eb7139a63935cd,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8b88de51ba21,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D1,13,3.9133899436317554,0.0001220703125,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.4437331416051045, 4.736084505571464, 3.0651677969835562, -0.7192225186828046]",3.3644881649750085,1.7292366783717177,1.6352514866032908,0.008242059479762,0.008242059479762,1.0,1.829425687967284,120,0.732173309661448,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.484375
phase2-p2-210f15c5dcf60f57f64d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8b88de51ba21,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D1,13,3.9133899436317554,0.0001220703125,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.299879129826974, 4.170564834126915, 2.3636162353195824, 0.15598673946110303]",2.970277716180989,1.6472605701980294,1.32301714598296,0.0225240984421035,0.0225240984421035,1.0,2.266037360399152,120,0.7452241834253073,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.484375
phase2-p2-f84f16ddeb5481c68600,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8b88de51ba21,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D1,13,3.9133899436317554,0.0001220703125,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.262955608189997, 2.4912866861255525, 3.152914895105096, -0.7712762260080787]",3.2795750385622213,1.723307798608998,1.5562672399532234,0.0077427505796683,0.0077427505796683,1.0,1.802285213018186,120,0.7284320229664445,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.484375
phase2-p2-c1826f15cee23cac828f,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-df7a823d7a2b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D2,13,3.612359947967774,0.000244140625,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[3.7990325984349433, 4.372223309507736, 2.327464383465586, 0.11552884904002121]",3.081829400315702,1.7241807153450546,1.3576486849706473,0.0228736904754034,0.0178565474007851,0.7806587843787887,1.9716961879484216,120,0.7452270165085793,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.453125
phase2-p2-a0eb9820a414d266457d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-df7a823d7a2b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D2,13,3.612359947967774,0.000244140625,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.498199550823243, 4.099724202673635, 2.4304502831537973, 0.1379658047145221]",2.806662690252148,1.436956424721711,1.369706265530437,0.0337062773663495,0.0260414385362771,0.7725990696995636,2.140070738206717,120,0.7400702042505145,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.453125
phase2-p2-0b12bcf7542026bca918,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-df7a823d7a2b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D2,13,3.612359947967774,0.000244140625,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.551059063326165, 2.4472764448562807, 3.1617618358240285, -0.7332756102160255]",3.0770236422122803,1.4614554790013616,1.615568163210919,0.016496032806357,0.0131502146621504,0.797174376198062,1.8297394596078496,120,0.7379451682791114,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.453125
phase2-p2-40614d4a53b90fc89d9d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-0ae6410749b4,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D3,13,3.436268688912093,0.0003662109375,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[3.7091892156581685, 4.391498078646119, 2.3280632805821124, 0.14496606411133764]",3.076484437833116,1.7332284865559608,1.343255951277155,0.032118244071685,0.0200598223201172,0.6245616128747741,1.94302048296509,120,0.7483349181711674,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,122.796875
phase2-p2-0d6f754bb03ab9621252,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-0ae6410749b4,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D3,13,3.436268688912093,0.0003662109375,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.288551820514285, 4.22566681838321, 2.4131709196587474, 0.14033866542085285]",2.80481831827269,1.4523959381430502,1.3524223801296398,0.0442506500037078,0.0257619040973716,0.5821813712389093,2.08218834340244,120,0.7708175461739302,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,122.796875
phase2-p2-07b2a46b1d2b181bb9d3,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-0ae6410749b4,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D3,13,3.436268688912093,0.0003662109375,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.864966414022467, 3.8193644366928208, 2.417162982729907, 0.1373127501956916]",3.0751407694257327,1.5415017013286758,1.5336390680970569,0.0303314255407117,0.0218203794878117,0.7193984159604961,1.918161511023483,120,0.756877901032567,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,122.796875
phase2-p2-fd825cbbf517eb8df015,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-f12c027474e2,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D4,13,3.311329952303793,0.00048828125,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.7934343180016294, 4.230135841754657, 2.3258895769254404, 0.10069462893039516]",2.7977955927671143,1.777200147428096,1.0205954453390182,0.0240953139673248,0.0137000918168532,0.5685790953142033,1.693262541932027,120,0.7682471973821521,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.01953125
phase2-p2-e5adddafafb37031ea7d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-f12c027474e2,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D4,13,3.311329952303793,0.00048828125,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.101908262370922, 3.999279869516352, 2.466507856432507, 0.13114704135284286]",2.668847732825443,1.4557751674185542,1.2130725654068888,0.0435029299973926,0.0177766433498682,0.4086309439601812,1.949848460726172,120,0.7961089853197336,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.01953125
phase2-p2-2e3630517d4eea0ccbe0,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-f12c027474e2,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D4,13,3.311329952303793,0.00048828125,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.610382407150907, 3.508022960580017, 2.424532737431125, 0.14697618639434168]",2.9183344360075694,1.6132648870046753,1.305069549002894,0.0296906304474793,0.0177015653049029,0.5962003850411917,1.783949371757516,120,0.773572108708322,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.01953125
phase2-p2-7d1a5ac41295fbfa2ae1,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-356d367a6a2c,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D5,13,3.2144199392957367,0.0006103515625,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.6374124655035205, 4.467772321682371, 2.301557428249459, 0.10396106408828086]",2.780507386562077,1.7808664319828795,0.999640954579198,0.0252194921686779,0.011533670856252,0.4573316060097604,1.6161562764669222,120,0.756998373195529,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,123.640625
